,summary,Mitigation,Impact,Causes,Hazard,word
plo+s one,3.1499560190667397,-0.05417937992748997,-0.012791941924641429,1.115516612883955e-05,0.059402774188820506,plo+s one
e0333…,3.1166049070473694,-0.05171389437695767,-0.011072238753475674,0.0016554885936632745,0.054383937429752054,e0333…
one e0333…,3.1166049070473694,-0.05171389437695767,-0.011072238753475674,0.0016554885936632745,0.054383937429752054,one e0333…
+39823,3.098964995571624,-0.050467150678382644,-0.010232758732299677,0.0024536969112446522,0.05188867850312292,+39823
e0333… +39823,3.098964995571624,-0.050467150678382644,-0.010232758732299677,0.0024536969112446522,0.05188867850312292,e0333… +39823
+39823 chars,3.084275047511478,-0.049456807601680856,-0.009568273259911542,0.003083071175226043,0.04988968866075798,+39823 chars
Parts,6.307975374397299,0.17119770718660496,-0.06228932201081673,-0.12157343469789886,-0.011119985607052206,Parts
Srinagar,8.589560728322766,-0.05460688107792169,0.20003075100653636,-0.09634369209077057,-0.07726162277271514,Srinagar
part+s srinagar,6.22736720218839,-0.05420331502188576,0.23411786618765104,-0.11556188427923408,-0.10388862001273207,part+s srinagar
get,5.1129404696565235,-0.03360758695254899,0.07623341754036309,-0.02860006978712962,-0.017980997926652795,get
srinagar get,5.1129404696565235,-0.03360758695254899,0.07623341754036309,-0.02860006978712962,-0.017980997926652795,srinagar get
get heavy,5.290031677452517,-0.03507757814500333,0.07399399414804142,-0.027138571912837695,-0.015655143769249022,get heavy
IMD,15.982451737074891,-0.09203961159274543,0.03145389784714238,0.041608122954006274,0.012400826704090498,IMD
rain imd,6.133520973575597,-0.04223188583567312,0.06452090638218115,-0.020519885643730463,-0.005531637824195335,rain imd
predicts,6.635225788955517,-0.04635282583961514,0.05983781083014993,-0.017017164119585492,-0.0003193260189033991,predicts
imd predicts,6.635225788955517,-0.04635282583961514,0.05983781083014993,-0.017017164119585492,-0.0003193260189033991,imd predicts
predicts thunderstorm,9.679749656254875,-0.06584253840210129,0.041762352930633434,-0.0024655188479969416,0.021243529431224244,predicts thunderstorm
gusty,9.472389675763377,-0.1022728791310813,0.0679667562142667,0.059963624639430835,-0.033561106671216034,gusty
thunderstorm gusty,6.251534558739423,-0.05001982927520411,0.08824004807136376,-0.000410824969616089,-0.04207990578589838,thunderstorm gusty
winds,40.64416539075929,-0.09469020964773285,0.07920142249397649,0.18097005168546892,-0.1953894496164154,winds
gusty wind+s,9.543662334862438,-0.18298410229590384,0.14259026357262827,0.1368685861691657,-0.13319154211020434,gusty wind+s
wind+s heavy,5.638601641488981,-0.03861106667405171,0.11334673943589833,0.007772206690155337,-0.08908343164879141,wind+s heavy
rainfall,15.34426853979752,0.007008747304265759,0.07771521857542178,-0.016621515161275136,-0.06998505546340882,rainfall
heavy rainfall,15.34426853979752,0.007008747304265759,0.07771521857542178,-0.016621515161275136,-0.06998505546340882,heavy rainfall
impacted,6.653891165338591,0.19212234966794106,0.12023074715181938,-0.1657748804080444,-0.19435932819448698,impacted
rainfall impacted,5.193909112554006,0.1212507359829493,0.06179206987336899,-0.07764224464717233,-0.11788803112227589,rainfall impacted
impacted srinagar,4.8069206775841575,-0.031161372754250776,0.08025093325025964,-0.03111002727722195,-0.02211650863172273,impacted srinagar
srinagar with,4.560302013431181,0.008135460055578901,0.1177152639031649,-0.05618658275718518,-0.07788098393178797,srinagar with
with more,4.471767655183311,-0.0004795943081715169,0.1253577606990277,-0.057489028276248,-0.07673466104857045,with more
predicted,4.395908914090364,-0.007501111998791226,0.1327022476187199,-0.05925418625951091,-0.07654136952052118,predicted
more predicted,4.395908914090364,-0.007501111998791226,0.1327022476187199,-0.05925418625951091,-0.07654136952052118,more predicted
predicted imd,6.133520973575597,-0.04223188583567312,0.06452090638218115,-0.020519885643730463,-0.005531637824195335,predicted imd
Schools,4.195438167586716,-0.027321525576584148,0.16018596243406674,-0.06821413339534386,-0.08095159360518354,Schools
Jammu,5.513781709713166,-0.03251587259813907,0.2851848364283207,-0.1562413462153431,-0.15975765515511006,Jammu
school+s jammu,4.131875097005155,-0.042991064027880305,0.19026589752612313,-0.08015678281197756,-0.0912483390574994,school+s jammu
jammu were,4.108067993305424,-0.052035272111208966,0.2081423700574886,-0.08763209277334871,-0.09804271142907602,jammu were
closed,4.094227488987088,-0.060114778467858024,0.22422870370995357,-0.09458082950243653,-0.10451227664164102,closed
were closed,4.094227488987088,-0.060114778467858024,0.22422870370995357,-0.09458082950243653,-0.10451227664164102,were closed
due,4.940565923942562,0.11062763461223021,0.29711598755693874,-0.2959664004113267,-0.22102248275759814,due
closed du+e,4.084951521625892,-0.07270277346212307,0.24925465742796354,-0.10579637710089695,-0.11516629420725286,closed du+e
forecasts,8.109617224963348,-0.11704193041617626,0.1217319076290322,0.019680247742130848,-0.03833473594237467,forecasts
du+e forecasts,4.089889709991212,-0.08757784020817774,0.278436862456376,-0.11949251128577633,-0.1284043392246832,du+e forecasts
while,6.316677044318636,-0.13138225794866726,0.2086115739148411,-0.025131212673709567,-0.08463719254410039,while
forecasts while,4.141213890487771,-0.11951028309385925,0.33857151289645576,-0.14986647615448856,-0.1582197875121416,forecasts while
earlier,4.209924001735299,-0.14569402380584548,0.38482157303698766,-0.17531787507578078,-0.1834320601323923,earlier
while earlier,4.209924001735299,-0.14569402380584548,0.38482157303698766,-0.17531787507578078,-0.1834320601323923,while earlier
rains,12.038063792879953,0.0036196408175109686,0.18693813263988693,-0.015453121466803678,-0.20244847435622654,rains
earlier rains,4.418273465548645,-0.2061323302584811,0.4810990284512799,-0.23488127732984074,-0.24273343176884124,earlier rains
damaged,4.929275964126832,-0.3241152520477732,0.6340482754303992,-0.3522718643873073,-0.35996311899455435,damaged
rains damaged,4.929275964126832,-0.3241152520477732,0.6340482754303992,-0.3522718643873073,-0.35996311899455435,rains damaged
Rajouri,4.278826235362123,-0.19332364939089441,0.4601738938895718,-0.22076149745512616,-0.22827751864632076,Rajouri
damaged rajouri,4.278826235362123,-0.19332364939089441,0.4601738938895718,-0.22076149745512616,-0.22827751864632076,damaged rajouri
Meanwhile,4.029986795685288,-0.14466109847156247,0.379162907285302,-0.17137175487482886,-0.17873506648739398,Meanwhile
incessant,3.8627807010329933,-0.11502030619065191,0.323735053610635,-0.1409381935741592,-0.14816603564457564,incessant
meanwhile incessant,3.8627807010329933,-0.11502030619065191,0.323735053610635,-0.1409381935741592,-0.14816603564457564,meanwhile incessant
downpours,3.7604621944237198,-0.09835399160409183,0.2908359389390762,-0.12417394823857338,-0.13131747037762856,downpours
incessant downpours,3.7604621944237198,-0.09835399160409183,0.2908359389390762,-0.12417394823857338,-0.13131747037762856,incessant downpours
North,3.6665159847644517,-0.07870205730073826,0.2592221477094181,-0.11101602390725773,-0.11809300321620898,North
downpours north,3.6665159847644517,-0.07870205730073826,0.2592221477094181,-0.11101602390725773,-0.11809300321620898,downpours north
Bengal,5.040332874850602,-0.0925328559547199,0.16737220430217287,-0.038042516240233935,-0.05653491766617605,Bengal
north bengal,3.6311940353178818,-0.07116189483657594,0.24760845412725058,-0.1066108749660419,-0.11367047488334141,north bengal
caused,7.630887054171258,-0.14707224324810608,0.2522241682123927,-0.08567776564498505,-0.06951145649793243,caused
bengal caused,3.6274938777904775,-0.07226055550602882,0.25532861849726896,-0.1115071230195652,-0.11855531058042904,bengal caused
caused severe,3.6424739995409987,-0.07808015918394691,0.27303820039940746,-0.12130433498447944,-0.12834943953781983,caused severe
landslides,3.664719994008806,-0.08542869337744195,0.29365051779869633,-0.13284609188975977,-0.1398953443964472,landslides
severe landslides,3.664719994008806,-0.08542869337744195,0.29365051779869633,-0.13284609188975977,-0.1398953443964472,severe landslides
waterlogging,3.7288629142718737,-0.10383466950886024,0.3392985250306532,-0.15906841446175943,-0.1661389521138144,waterlogging
landslides waterlogging,3.7288629142718737,-0.10383466950886024,0.3392985250306532,-0.15906841446175943,-0.1661389521138144,landslides waterlogging
waterlogging and,3.6686344777416013,-0.08663893834471809,0.2968901199357549,-0.13467533733058162,-0.1417257159649353,waterlogging and
extensive,3.9874136817180705,-0.16937063010415915,0.4654935550237764,-0.2384070673593695,-0.24553598438725607,extensive
and extensiv+e,3.9874136817180705,-0.16937063010415915,0.4654935550237764,-0.2384070673593695,-0.24553598438725607,and extensiv+e
extensiv+e da+mög+e,4.664035989154417,-0.32324032834347793,0.6693216741958171,-0.40151490730109196,-0.40868682209350593,extensiv+e da+mög+e
lead…,4.035397435692438,-0.17478874284719287,0.4911125590002633,-0.2616192278357118,-0.2688298242091245,lead…
da+mög+e lead…,4.035397435692438,-0.17478874284719287,0.4911125590002633,-0.2616192278357118,-0.2688298242091245,da+mög+e lead…
Several,3.868606895258601,-0.12880778382232722,0.4274941995831358,-0.22295206381686186,-0.23019380512622017,Several
lead… several,3.868606895258601,-0.12880778382232722,0.4274941995831358,-0.22295206381686186,-0.23019380512622017,lead… several
several part+s,3.7409016883217556,-0.08847302392290726,0.3714502151967869,-0.19396092672025717,-0.20124665531182945,several part+s
city,3.5988877833706794,-0.022759317386660975,0.29212278428544014,-0.16498841648504756,-0.1723814449311557,city
srinagar city,3.5988877833706794,-0.022759317386660975,0.29212278428544014,-0.16498841648504756,-0.1723814449311557,srinagar city
city jammu,3.5757430674441104,-0.0008315338449848442,0.27160441586889916,-0.1616183057730452,-0.16904915522136915,city jammu
jammu and,3.6686344777416013,-0.08663893834471809,0.2968901199357549,-0.13467533733058162,-0.1417257159649353,jammu and
Kashmir,3.5629989315893553,0.04481147098067401,0.23778685041764325,-0.1630190058936517,-0.17051467359764175,Kashmir
and kashmir,3.5629989315893553,0.04481147098067401,0.23778685041764325,-0.1630190058936517,-0.17051467359764175,and kashmir
kashmir were,3.6066242382743647,0.11760334813118767,0.19777470887121237,-0.1794961861586691,-0.18705177027771,kashmir were
were impacted,3.7259906622129493,0.2147182420379585,0.15153181733119503,-0.21438531533210808,-0.2219747202971488,were impacted
impacted heavy,3.4737137077035856,0.07604201349377604,0.1927958143964618,-0.14968798798264746,-0.15735981241933675,impacted heavy
causing,8.34807808842777,-0.004744539294983347,0.21166523364807813,-0.06092943521523329,-0.17838405232655,causing
rainfall causing,3.362780635299731,0.03196750656505447,0.19335972663755266,-0.12408387755278476,-0.1318676180511918,rainfall causing
causing the,3.3255529899566016,0.02130706064521686,0.19065284013150052,-0.11623341124680679,-0.12407369169308588,causing the
temperature,3.3092271780049103,0.017252828574332787,0.18908382011519,-0.11291896584523392,-0.12078761466284753,temperature
the temperatur+e,3.3092271780049103,0.017252828574332787,0.18908382011519,-0.11291896584523392,-0.12078761466284753,the temperatur+e
dip,3.2572441246631016,0.006491897561554406,0.18272367129736888,-0.10291987839767945,-0.11060446695150093,dip
temperatur+e dip,3.2572441246631016,0.006491897561554406,0.18272367129736888,-0.10291987839767945,-0.11060446695150093,temperatur+e dip
per,3.234455312071515,0.0023805508729728047,0.17908785455884077,-0.09889310982139736,-0.10548849581278318,per
per the,3.2238665904098758,0.0006458093887729664,0.17730243657769632,-0.0970820258974457,-0.10314274379180245,per the
predictions,3.2137421302910214,-0.0009162619756434221,0.17554493633273757,-0.0953858176431021,-0.10091830063532206,predictions
the predictions,3.2137421302910214,-0.0009162619756434221,0.17554493633273757,-0.0953858176431021,-0.10091830063532206,the predictions
made,3.185745367145363,-0.004785428636248262,0.170463937607375,-0.09087489973550882,-0.09485993538781107,made
predictions made,3.185745367145363,-0.004785428636248262,0.170463937607375,-0.09087489973550882,-0.09485993538781107,predictions made
made the,3.2238665904098758,0.0006458093887729664,0.17730243657769632,-0.0970820258974457,-0.10314274379180245,made the
India,4.694105755037519,-0.08114797258826255,0.09476337589006859,0.04025489072057723,-0.06105046341945526,India
the india,4.694105755037519,-0.08114797258826255,0.09476337589006859,0.04025489072057723,-0.06105046341945526,the india
Meteorological,11.52124341016294,0.05644283942214167,-0.0013755716106736383,0.027325891730082923,-0.08183105409490733,Meteorological
india meteorological,4.647766195519786,-0.08009043719540228,0.09377946956328956,0.038838690968585415,-0.05948191707512278,india meteorological
Department,4.544211339310281,-0.07782958552407743,0.09146107959774033,0.03588467113839774,-0.05599021721774121,Department
meteorological department,4.544211339310281,-0.07782958552407743,0.09146107959774033,0.03588467113839774,-0.05599021721774121,meteorological department
department heavy,4.470189258411326,-0.07642653994599091,0.08948232427354152,0.034128361205710236,-0.053328511510417786,department heavy
Rainfall…,3.0917070201264325,-0.01399845349070419,0.1518859404516825,-0.07760399618902475,-0.07545989307805011,Rainfall…
heavy rainfall…,3.0917070201264325,-0.01399845349070419,0.1518859404516825,-0.07760399618902475,-0.07545989307805011,heavy rainfall…
+1186,3.075631045349657,-0.015134449763176776,0.1485891982877708,-0.07561430645144389,-0.07227987045524449,+1186
rainfall… +1186,3.075631045349657,-0.015134449763176776,0.1485891982877708,-0.07561430645144389,-0.07227987045524449,rainfall… +1186
+1186 char+s,3.0672711736587477,-0.015686348703528814,0.14686949921642592,-0.07461045019923328,-0.07064075191487448,+1186 char+s
Rains,4.665149831236996,0.07513888185366528,0.0849006073301066,-0.04056480923038583,-0.12740908232134956,Rains
deluge,4.729553389454607,0.07660440628488514,0.09392035119899753,-0.04607937698727029,-0.13412494975688732,deluge
rain+s delug+e,4.729553389454607,0.07660440628488514,0.09392035119899753,-0.04607937698727029,-0.13412494975688732,rain+s delug+e
Western,6.9245136902275455,0.09958119106649421,-0.004990312090149353,-0.07361618979936778,-0.02756869615374765,Western
delug+e western,4.815936450686513,0.07874346542177443,0.1067025778039291,-0.05418144644354404,-0.14372599906826278,delug+e western
Türkiye,10.546020941346608,0.09295899739424919,0.10940737725162683,-0.05403452120440604,-0.16405370160636204,Türkiye
western türkiye,10.546020941346608,0.09295899739424919,0.10940737725162683,-0.05403452120440604,-0.16405370160636204,western türkiye
sparking,5.122079874788885,0.08843554385924449,0.156672438673119,-0.08929609335541852,-0.18300152998713146,sparking
türkiye sparking,5.122079874788885,0.08843554385924449,0.156672438673119,-0.08929609335541852,-0.18300152998713146,türkiye sparking
sparking major,5.4431084468023005,0.10278213897877897,0.21100968574439885,-0.13454652838905085,-0.23082048527306112,sparking major
flooding,22.367407214402252,0.16458889427904005,0.2610567214323617,-0.24510881877354848,-0.2837668846414303,flooding
major flooding,5.987474834220449,0.13389781592827596,0.29199588187075887,-0.2188271510845967,-0.31698641586796583,major flooding
flooding powerful,5.7089044513571325,0.038428251215458904,0.28732162413449563,-0.14931309046107644,-0.25136185756248197,flooding powerful
slammed,8.57168233601028,0.073104178546749,0.08225925605416529,-0.032167900029781066,-0.13053983858361365,slammed
system slammed,8.57168233601028,0.073104178546749,0.08225925605416529,-0.032167900029781066,-0.13053983858361365,system slammed
western,9.880547020945713,0.07991967472531138,0.014650599266881276,-0.03554455538444439,-0.0610143805196035,western
slammed western,8.587916931211087,0.07600532696783129,0.06072047952311887,-0.01626657666002854,-0.12538228426373013,slammed western
Oct,8.849630006323217,0.07957266022413553,0.029458934039407237,0.012736996803112702,-0.12488652214263181,Oct
türkiye oct,8.849630006323217,0.07957266022413553,0.029458934039407237,0.012736996803112702,-0.12488652214263181,türkiye oct
unleashing,9.057152680208969,0.08003207075684836,0.02157855735247841,0.023688562794741557,-0.12848729270065098,unleashing
unleashing torrential,9.47273494287338,0.07903624125322554,0.015283161382741222,0.03956158927817836,-0.13777539882132755,unleashing torrential
torrential rains,10.135356349266756,0.07337535293621342,0.016739631657354957,0.059800568245674035,-0.15563251786885593,torrential rains
fierce,10.819493336814972,0.061734961702143654,0.027223577531700755,0.08025627613578869,-0.17789572923292848,fierce
rains fierce,10.819493336814972,0.061734961702143654,0.027223577531700755,0.08025627613578869,-0.17789572923292848,rains fierce
fierce wind+s,12.165985427147799,0.01597202790658318,0.07025491844062544,0.12908020874931006,-0.23764250933073364,fierce wind+s
wind+s and,16.3465337710621,0.09777789609963916,-0.013204145097334875,0.06595187382100207,-0.1586186630700372,wind+s and
and potential,12.953699615075816,0.11699377543568852,-0.021025320236071544,0.061240381472259686,-0.16809402796173215,and potential
hail,79.71697143610527,0.19480837604817697,-0.10572827116018806,-0.00019626418102615707,-0.11178695809215969,hail
potential hail,18.55225605510985,0.18571207872664414,-0.0751017375534097,0.03311610928057121,-0.1664383373857971,potential hail
hail from,14.38166737455953,0.15878040445736932,-0.059587421440082625,0.03561022628117641,-0.15031162291784828,hail from
Istanbul,12.671071117315867,0.14415440796032308,-0.052913716888729756,0.0350441639418269,-0.1382213129572435,Istanbul
from istanbul,12.671071117315867,0.14415440796032308,-0.052913716888729756,0.0350441639418269,-0.1382213129572435,from istanbul
Muğla,6.990020606128254,0.11094303268988708,-0.05187881832909956,0.023018467314587163,-0.08701238826848004,Muğla
istanbul muğla,6.990020606128254,0.11094303268988708,-0.05187881832909956,0.023018467314587163,-0.08701238826848004,istanbul muğla
muğla with,6.727820014711277,0.10483540437329328,-0.05245918418546891,0.01838339320695488,-0.07480732843776623,muğla with
with the,11.311786719060088,0.08756721601812802,-0.039909325451479356,0.02467726761470506,-0.0743107130515197,with the
Turkish,9.786487369345693,0.1125765101220752,-0.04743952989121615,0.023012024533926267,-0.0932360954116419,Turkish
the turkish,9.786487369345693,0.1125765101220752,-0.04743952989121615,0.023012024533926267,-0.0932360954116419,the turkish
State,9.542054141842318,0.10587657048215195,-0.04555379557606412,0.02162723631897443,-0.08603186675437491,State
turkish state,9.542054141842318,0.10587657048215195,-0.04555379557606412,0.02162723631897443,-0.08603186675437491,turkish state
state meteorological,9.437108807603463,0.10190607724271253,-0.04461276661879038,0.020312963960197904,-0.08113349454502622,state meteorological
Service,21.475744957676724,0.05184157944820534,-0.03885794540371097,0.003584086936238959,-0.017134667893118818,Service
meteorological service,9.486627279279068,0.10121909237415155,-0.04597182678528367,0.013447779588552571,-0.07205351449212559,meteorological service
warning,30.78658816988302,0.16224473215299098,-0.07862767068417843,-0.039350777806241265,-0.05887887936975341,warning
service warning,7.368928202389788,0.13928601394902307,-0.06901652439778054,-0.019797582598686674,-0.06007167333510428,service warning
warning severe,8.27538637093768,-0.003057490229027283,-0.030674481876960057,0.011799229264064676,0.020164553231478966,warning severe
thunderstorms and,13.270375671892662,-0.02200876898343944,-0.01759372768924577,0.05430338882315093,-0.015079333435277864,thunderstorms and
widespread,10.130804726452599,-0.07426648652352219,0.1372585354106179,-0.033235747089456404,-0.04273199044299351,widespread
and widespread,6.825208344290113,0.020935175043826998,-0.022496319211526852,0.017676504043540365,-0.015388984901329455,and widespread
widespread flash,6.560584164246574,0.060471103144450145,0.05230056547725059,-0.03819205001413916,-0.07701342931795506,widespread flash
flash flooding,15.541990436944843,0.1422352964796449,0.16243743297819196,-0.15583708406989688,-0.19281879406384383,flash flooding
ISTANBUL,6.159927966492719,0.0520785124483797,0.09483018303698279,-0.0541794515826,-0.09972385503615203,ISTANBUL
istanbul powerful,6.133818497501806,0.003510210041218071,0.1800147690675276,-0.07713648543208078,-0.1286235813903827,istanbul powerful
Mula,6.472413746919662,0.11176205752177726,-0.029315442319890046,0.03416180324625325,-0.12248532985980015,Mula
istanbul mula,6.472413746919662,0.11176205752177726,-0.029315442319890046,0.03416180324625325,-0.12248532985980015,istanbul mula
mula with,6.1589219225732785,0.10596202655721815,-0.02739993059858932,0.03309828470413055,-0.1165169254896358,mula with
+1398,4.997129926456629,0.08396823494876635,-0.023529449210791233,0.026617035464235543,-0.08859990743850397,+1398
service +1398,4.997129926456629,0.08396823494876635,-0.023529449210791233,0.026617035464235543,-0.08859990743850397,service +1398
+1398 chars,4.9210205568725005,0.08252892398581795,-0.02347854537506686,0.0260822135476178,-0.08650221226640946,+1398 chars
Thunderstorms,5.101468177367241,-0.08553750155270819,-0.013030571084997087,0.0774411123009053,0.013960812735676183,Thunderstorms
thunderstorm+s heavy,4.092190755392497,-0.08121988796581071,-0.021478576583685325,0.09707691224619294,-0.0016766215840163944,thunderstorm+s heavy
rain forecast,4.253684747764309,-0.08365421622827673,-0.02153085575759199,0.09792642632781406,-0.0004036494697296999,rain forecast
forecast across,4.419735587866478,-0.08586295918561103,-0.021472663984837364,0.09842884375213658,0.0009217893211067721,forecast across
Andhra,8.70302283841899,-0.15196013264216732,-0.019891699645164525,0.15552392944370833,-0.0059062442095938845,Andhra
across andhra,6.847933000574957,-0.11119018351094444,-0.026666968744457332,0.11752430580834676,0.007373300363957067,across andhra
andhra until,4.778300020733418,-0.08978783633048755,-0.021042636135448115,0.09849374662893505,0.003805428835426012,andhra until
October,20.876530017879865,-0.0038094129983043653,-0.04563738200288273,0.07633437751173502,-0.02827632472709065,October
until october,9.105800000205178,-0.1367125827891081,-0.025130495437924213,0.1383366911112125,0.005079948373582392,until october
october the,5.586114938478783,-0.09566084606058664,-0.01916433436687,0.09544824363932047,0.010129296677124722,october the
the imd,9.38781630992635,-0.11511662193729735,-0.0203005860058577,0.10251455519574337,0.020133197533079874,the imd
imd forecasts,6.378105284337505,-0.09906073018232105,-0.016878632678568543,0.09058929098029281,0.015759094858190558,imd forecasts
forecasts thunderstorms,9.577786794578053,-0.10481072842923035,-0.009146895555714707,0.07187471266967908,0.03183302666589477,forecasts thunderstorms
with lightning,8.96666216256933,-0.21271187907670744,-0.12224761205232038,0.004541679701994862,0.2493854159885511,with lightning
and strong,8.459564046263974,-0.29145085854565034,-0.08511835031429352,0.33130944743274815,-0.05262839504397283,and strong
strong wind+s,8.509232409013428,-0.3023450164746571,0.09245540127056692,0.317236476549354,-0.2159057078556373,strong wind+s
wind+s across,6.864911334488113,-0.19193153360755913,0.011453046998955507,0.19089526517858824,-0.04391166437202294,wind+s across
Pradesh,4.518373470167529,-0.15117599920739294,-0.00731091890306876,0.16917816298241414,-0.033692122344202005,Pradesh
andhra pradesh,4.518373470167529,-0.15117599920739294,-0.00731091890306876,0.16917816298241414,-0.033692122344202005,andhra pradesh
pradesh for,4.253684747764309,-0.08365421622827673,-0.02153085575759199,0.09792642632781406,-0.0004036494697296999,pradesh for
five,6.097024904573347,-0.1726239274699412,-0.01299780022318218,0.18403995580126567,-0.027613884843253857,five
for five,6.097024904573347,-0.1726239274699412,-0.01299780022318218,0.18403995580126567,-0.027613884843253857,for five
days,7.060720436265559,-0.10992599798289049,-0.060470019321156275,0.12697517886590698,0.02664434144497132,days
five days,5.958307093147211,-0.16558810213942293,-0.015305415457488718,0.17840768320360992,-0.024672858019038187,five days
days until,6.4545162909364056,-0.13340000921040987,-0.02080474563928673,0.14141682449829593,-0.0048967121266601625,days until
expected,22.17834380627727,-0.06675191612179168,-0.030006023747790718,0.0771248143936943,0.013726044685867007,expected
rain expected,5.328873138763105,-0.0899535843776179,-0.015461342521554861,0.0847440228616876,0.012671622341633057,rain expected
Rayalaseema,4.206366595163526,-0.0830990630188092,-0.021662894342527265,0.09808295644885727,-0.0009186415339605793,Rayalaseema
expected rayalaseema,4.206366595163526,-0.0830990630188092,-0.021662894342527265,0.09808295644885727,-0.0009186415339605793,expected rayalaseema
rayalaseema while,4.426425823524456,-0.08290980740885713,-0.018245836319736464,0.08968380486429453,0.004302037376524758,rayalaseema while
coastal,4.558320433003689,-0.08309961258529844,-0.016683792926689162,0.08588357347040217,0.006848514475039198,coastal
while coastal,4.558320433003689,-0.08309961258529844,-0.016683792926689162,0.08588357347040217,0.006848514475039198,while coastal
regions,7.459512077959983,-0.048819455719294434,-0.029926045403022884,0.08037874962869129,-0.0053249867568645635,regions
coastal region+s,4.7800214183275385,-0.08366384632245712,-0.014555499490897685,0.0807479407820618,0.010498437949673397,coastal region+s
region+s and,5.083198118261787,-0.08466467292943497,-0.012298615367404947,0.07535189386724012,0.014612052868451669,region+s and
Yanam,5.283331913332321,-0.0853777911788417,-0.011084431911737507,0.07246659051180546,0.0169338209157607,Yanam
and yanam,5.283331913332321,-0.0853777911788417,-0.011084431911737507,0.07246659051180546,0.0169338209157607,and yanam
experience,6.189366335044345,-0.08931413843962129,-0.007972700963705271,0.06549499065442183,0.02416528063444943,experience
yanam experience,6.189366335044345,-0.08931413843962129,-0.007972700963705271,0.06549499065442183,0.02416528063444943,yanam experience
experience thunderstorms,9.509102680111301,-0.09761370336888145,-0.0019498704953658033,0.051306668159246435,0.039030051726243714,experience thunderstorms
and gusty,5.762812120754618,-0.12680237355873217,0.025841092947981155,0.10939656396119277,-0.021012230821021004,and gusty
Red,5.18114310280278,-0.14350137660836051,0.038792333560288626,0.13480475125645444,-0.047546404553427846,Red
red and,4.978035027780004,-0.13073823771886692,0.02523631180558918,0.1280570509789952,-0.03714497255295352,red and
orange,4.9466882977298265,-0.11793714092546824,0.011437269797888356,0.11828866490246519,-0.02377485665333758,orange
and orange,4.9466882977298265,-0.11793714092546824,0.011437269797888356,0.11828866490246519,-0.02377485665333758,and orange
alerts,11.898602611144916,-0.05375304448281873,-0.018106303971760232,0.027994980198322948,0.0386929835015113,alerts
orange alerts,5.104791096290304,-0.09745355401452079,-0.011284873478691662,0.09862862551016861,0.0011209971109104526,orange alerts
alerts the,5.64935386179451,-0.09403727497664305,-0.016936639987975653,0.08949738867000588,0.012708561444387796,alerts the
imd forecast,6.509308828627115,-0.09740376464290997,-0.014329939465721652,0.08376379142555974,0.018840091305853315,imd forecast
forecast thunderstorms,9.560405919738727,-0.10299437305259872,-0.007330540179083147,0.06673749516940647,0.03364938204252645,forecast thunderstorms
accompanied,9.12410422472328,-0.10545551480317994,-0.011177678118879842,0.07733147860338464,0.02891112772615551,accompanied
thunderstorms accompanied,5.953696427769763,-0.10313568874482801,-0.024063629879392687,0.10933522741118291,0.006734782195984037,thunderstorms accompanied
accompanied lightning,5.61094431667723,-0.2081543937966768,-0.13709122982189745,0.06576178372016557,0.20968904499661423,accompanied lightning
surface,5.034706776848339,-0.22050314951076708,-0.011480463376350353,0.2327264594328986,-0.04872368145549158,surface
strong surface,5.034706776848339,-0.22050314951076708,-0.011480463376350353,0.2327264594328986,-0.04872368145549158,strong surface
surface wind+s,5.255795290112453,-0.295199942021059,0.09522266492342162,0.2635558395228002,-0.14554137699328693,surface wind+s
across part+s,4.485467839613529,-0.17885556166370237,0.014287997234064579,0.18601955722469293,-0.05166294717657796,across part+s
part+s andhra,4.2677265021131925,-0.153320005598345,0.0011656157961967002,0.16606684294534854,-0.03664450337383448,part+s andhra
andhra for,6.509308828627115,-0.09740376464290997,-0.014329939465721652,0.08376379142555974,0.018840091305853315,andhra for
11.According,3.806517912567634,-0.11097290550315139,-0.013406398570597873,0.13075387066995858,-0.019125680587054612,11.According
october 11.according,3.806517912567634,-0.11097290550315139,-0.013406398570597873,0.13075387066995858,-0.019125680587054612,october 11.according
11.according the,3.683231601484444,-0.10180325008082404,-0.015166760523831948,0.12273796166130298,-0.01669911980131537,11.according the
is…,3.430917720736147,-0.08498591632554872,-0.016947129464333632,0.10760788892847827,-0.013548027991358172,is…
rain is…,3.430917720736147,-0.08498591632554872,-0.016947129464333632,0.10760788892847827,-0.013548027991358172,rain is…
+1915,3.410996156104863,-0.08374671332015501,-0.017001589789636885,0.10646720569388696,-0.01338074642502272,+1915
is… +1915,3.410996156104863,-0.08374671332015501,-0.017001589789636885,0.10646720569388696,-0.01338074642502272,is… +1915
+1915 char+s,3.3882061858206862,-0.08234202858756162,-0.01705037378107785,0.10516934927314005,-0.013201543327150202,+1915 char+s
products,4.623456385337365,0.13817701671012506,0.026615417619218058,-0.021220042680598728,-0.15579823020115877,products
new products,4.623456385337365,0.13817701671012506,0.026615417619218058,-0.021220042680598728,-0.15579823020115877,new products
created,4.890481541903188,0.14316569456665731,0.026483115679165885,-0.022017127709615038,-0.16107838844328945,created
products created,4.890481541903188,0.14316569456665731,0.026483115679165885,-0.022017127709615038,-0.16107838844328945,products created
save,5.374556769314198,0.1510827487713064,0.025556278781028903,-0.023028953166220716,-0.16903115015828848,save
created save,5.374556769314198,0.1510827487713064,0.025556278781028903,-0.023028953166220716,-0.16903115015828848,created save
